date;avg_temp
1992-11-01;5.60251
1992-12-01;1.3996
1993-01-01;2.40357
1993-02-01;0.00333
1993-03-01;4.57159
1993-04-01;10.6612
1993-05-01;14.7693
1993-06-01;16.1237
1993-07-01;16.5336
1993-08-01;16.2893
1993-09-01;12.6361
1993-10-01;8.17951
1993-11-01;0.74878
1993-12-01;3.11583
1994-01-01;3.25906
1994-02-01;0.36829
1994-03-01;6.6699
1994-04-01;8.71049
1994-05-01;12.7059
1994-06-01;16.3011
1994-07-01;21.7445
1994-08-01;18.5173
1994-09-01;13.8828
1994-10-01;8.12692
1994-11-01;7.33281
1994-12-01;3.59386
1995-01-01;0.61905
1995-02-01;5.09206
1995-03-01;3.92955
1995-04-01;8.68313
1995-05-01;12.463
1995-06-01;14.738
1995-07-01;20.5315
1995-08-01;18.777
1995-09-01;13.2353
1995-10-01;12.3742
1995-11-01;3.49484
1995-12-01;-1.3791
1996-01-01;-2.4147
1996-02-01;-1.6982
1996-03-01;1.25059
1996-04-01;8.87259
1996-05-01;11.1675
1996-06-01;15.6968
1996-07-01;16.3067
1996-08-01;17.5761
1996-09-01;11.545
1996-10-01;9.54582
1996-11-01;4.81919
1996-12-01;-1.8692
1997-01-01;-2.4516
1997-02-01;4.24402
1997-03-01;6.60172
1997-04-01;6.77604
1997-05-01;12.7521
1997-06-01;16.1819
1997-07-01;17.5787
