date;avg_temp
1997-08-01;20.3683
1997-09-01;14.7543
1997-10-01;8.28178
1997-11-01;4.3859
1997-12-01;2.20162
1998-01-01;2.82266
1998-02-01;5.13231
1998-03-01;5.72051
1998-04-01;9.16443
1998-05-01;14.4651
1998-06-01;16.6004
1998-07-01;16.635
1998-08-01;17.2254
1998-09-01;14.0119
1998-10-01;9.09046
1998-11-01;1.87924
1998-12-01;1.39982
1999-01-01;2.69926
1999-02-01;0.97467
1999-03-01;5.81345
1999-04-01;9.25519
1999-05-01;13.8266
1999-06-01;15.6576
1999-07-01;19.4417
1999-08-01;17.6383
1999-09-01;17.3007
1999-10-01;9.41301
1999-11-01;3.96911
1999-12-01;2.21168
2000-01-01;1.10166
2000-02-01;3.99163
2000-03-01;5.89024
2000-04-01;10.5356
2000-05-01;14.8181
2000-06-01;17.2848
2000-07-01;15.6626
2000-08-01;18.0981
2000-09-01;14.6411
2000-10-01;11.1252
2000-11-01;6.6194
2000-12-01;3.60372
2001-01-01;0.89059
2001-02-01;2.38944
2001-03-01;4.8538
2001-04-01;7.76703
2001-05-01;14.6977
2001-06-01;14.3756
2001-07-01;18.9581
2001-08-01;18.999
2001-09-01;12.1513
2001-10-01;13.0826
2001-11-01;3.99286
2001-12-01;0.03294
2002-01-01;1.72286
2002-02-01;5.11861
2002-03-01;6.29248
2002-04-01;8.6084
2002-05-01;14.1608
2002-06-01;17.6556
2002-07-01;17.8886
2002-08-01;19.1396
2002-09-01;13.9748
2002-10-01;8.47446
2002-11-01;5.67982
2002-12-01;0.62591
2003-01-01;-0.3015
2003-02-01;-1.1177
2003-03-01;6.23304
2003-04-01;8.76123
2003-05-01;14.5392
2003-06-01;21.1638
2003-07-01;19.2681
2003-08-01;20.5164
2003-09-01;14.5772
2003-10-01;6.48696
2003-11-01;6.55806
2003-12-01;2.03682
2004-01-01;-0.2687
2004-02-01;2.94233
2004-03-01;4.98955
2004-04-01;9.63575
2004-05-01;11.702
2004-06-01;15.3397
2004-07-01;16.9063
2004-08-01;19.0342
2004-09-01;14.83
2004-10-01;10.558
2004-11-01;4.38984
2004-12-01;1.63245
2005-01-01;2.34062
2005-02-01;-0.8422
2005-03-01;4.03267
2005-04-01;9.63464
2005-05-01;13.2912
2005-06-01;16.7495
2005-07-01;18.4984
2005-08-01;16.3473
2005-09-01;15.886
2005-10-01;11.5191
2005-11-01;4.58487
2005-12-01;0.84104
2006-01-01;-2.4452
2006-02-01;-0.1966
2006-03-01;1.91574
2006-04-01;8.39488
2006-05-01;13.2609
2006-06-01;17.2826
2006-07-01;22.4364
2006-08-01;16.1507
2006-09-01;17.3996
2006-10-01;12.8346
2006-11-01;7.67349
2006-12-01;4.89768
2007-01-01;4.56182
2007-02-01;3.92031
2007-03-01;6.6104
2007-04-01;13.6544
2007-05-01;14.6649
2007-06-01;17.8249
2007-07-01;17.7532
2007-08-01;17.5315
2007-09-01;13.1496
2007-10-01;9.00071
2007-11-01;3.96132
2007-12-01;2.01925
2008-01-01;3.59217
2008-02-01;4.4175
2008-03-01;5.05507
2008-04-01;8.42583
2008-05-01;14.7832
2008-06-01;17.438
2008-07-01;18.5435
2008-08-01;18.0275
2008-09-01;13.0731
2008-10-01;9.55051
2008-11-01;5.33844
2008-12-01;1.45098
2009-01-01;-1.3156
2009-02-01;1.2332
2009-03-01;4.66648
2009-04-01;12.1542
2009-05-01;14.257
2009-06-01;15.0555
2009-07-01;18.6342
2009-08-01;19.2937
2009-09-01;15.3057
2009-10-01;8.46731
2009-11-01;7.72052
2009-12-01;0.55775
2010-01-01;-3.3708
2010-02-01;-0.3027
2010-03-01;5.03831
2010-04-01;9.59405
2010-05-01;10.6384
2010-06-01;16.6143
2010-07-01;20.7858
2010-08-01;17.3692
2010-09-01;13.2074
2010-10-01;8.75287
2010-11-01;5.04202
2010-12-01;-3.5006
2011-01-01;1.35231
2011-02-01;1.60671
2011-03-01;5.8362
2011-04-01;12.5957
2011-05-01;14.2415
2011-06-01;17.0922
2011-07-01;16.6627
2011-08-01;18.1734
2011-09-01;15.9234
2011-10-01;10.1426
2011-11-01;5.37125
2011-12-01;3.72956
2012-01-01;2.13293
2012-02-01;-1.8876
2012-03-01;7.50886
2012-04-01;8.57598
2012-05-01;14.4504
2012-06-01;16.0043
2012-07-01;17.7196
2012-08-01;19.2147
2012-09-01;14.5496
2012-10-01;9.30774
2012-11-01;5.63998
2012-12-01;1.46997
2013-01-01;0.00579
2013-02-01;-0.237
2013-03-01;0.88513
2013-04-01;8.55046
2013-05-01;12.2922
2013-06-01;15.9368
2013-07-01;20.0602
2013-08-01;18.7139
2013-09-01;13.7294
2013-10-01;11.2751
2013-11-01;4.78426
2013-12-01;4.1685
2014-01-01;2.03831
2014-02-01;5.06797
2014-03-01;7.52772
2014-04-01;11.5564
2014-05-01;12.9111
2014-06-01;16.47
2014-07-01;19.8133
2014-08-01;16.5899
2014-09-01;15.638
2014-10-01;12.4821
2014-11-01;6.91944
2014-12-01;2.52786
2015-01-01;1.85438
2015-02-01;1.17579
2015-03-01;5.51212
2015-04-01;8.91448
2015-05-01;12.656
2015-06-01;16.0824
2015-07-01;19.7579
2015-08-01;20.25
2015-09-01;13.5006
2015-10-01;8.80112
2015-11-01;7.84024
2015-12-01;6.64561
